Additional Order items,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Segment,Customer State,Customer Zipcode,Market,Order Customer Id,Order Date,Order Id,Order Region,Order Item Total,Order Quantity,Product Price,Profit Margin,Profit Per Order,Sales
Cleats,Cleats,Caguas,Puerto Rico,Jason,11146,Consumer,PR,725,Pacific Asia,11146,01-11-2016,25749,Southeast Asia,99.58000183,2,59.99000168,8.30%,9.960000038,119.9800034
Cleats,Cleats,Caguas,Puerto Rico,Anthony,9749,Consumer,PR,725,Pacific Asia,9749,22-01-2016,26480,South Asia,118.7799988,2,59.99000168,28.70%,34.45000076,119.9800034
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,David,3371,Consumer,PR,725,Pacific Asia,3371,26-12-2016,49720,West Asia,92.95999908,2,49.97999954,10.50%,10.5,99.95999908
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Amber,12096,Consumer,PR,725,Pacific Asia,12096,31-01-2016,27076,Eastern Asia,146.9400024,3,49.97999954,11.10%,16.60000038,149.9400024
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Alan,4973,Consumer,PR,725,Pacific Asia,4973,16-03-2016,30182,South Asia,254.9700012,3,99.98999786,24.60%,73.94000244,299.9700012
Golf Balls,Golf Balls,Caguas,Puerto Rico,Mary,11942,Consumer,PR,725,Pacific Asia,11942,02-07-2016,27597,Southeast Asia,35.97999954,3,14.98999977,25.00%,11.26000023,44.97000122
Golf Balls,Golf Balls,Caguas,Puerto Rico,Mary,11942,Consumer,PR,725,Pacific Asia,11942,02-07-2016,27597,Southeast Asia,47.97999954,3,19.98999977,28.00%,16.79000092,59.97000122
Tennis & Racquet,Tennis & Racquet,Caguas,Puerto Rico,Mary,9332,Consumer,PR,725,Pacific Asia,9332,01-07-2017,50538,West Asia,133.6199951,3,44.99000168,7.40%,10.02000046,134.9700012
Cleats,Cleats,Caguas,Puerto Rico,Brandon,11377,Consumer,PR,725,Pacific Asia,11377,15-11-2016,46868,West Asia,170.0700073,3,59.99000168,47.30%,85.04000092,179.9700012
Cleats,Cleats,Caguas,Puerto Rico,Zachary,5232,Consumer,PR,725,Pacific Asia,5232,31-12-2016,50044,South Asia,170.9700012,3,59.99000168,9.50%,17.10000038,179.9700012
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Beverly,1198,Consumer,PR,725,Pacific Asia,1198,03-10-2016,29774,Southeast Asia,124.5,3,50,14.90%,22.40999985,150
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Zachary,5232,Consumer,PR,725,Pacific Asia,5232,31-12-2016,50044,South Asia,119.9499969,3,49.97999954,-11.40%,-17.14999962,149.9400024
Hunting & Shooting,Hunting & Shooting,Caguas,Puerto Rico,Mary,2590,Consumer,PR,725,Pacific Asia,2590,15-01-2016,26019,South Asia,89.97000122,3,29.98999977,-62.50%,-56.22999954,89.97000122
Cleats,Cleats,San Sebastian,Puerto Rico,Mary,1857,Consumer,PR,685,Pacific Asia,1857,01-01-2017,50089,West Asia,172.7700043,3,59.99000168,8.40%,15.19999981,179.9700012
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Mary,2590,Consumer,PR,725,Pacific Asia,2590,15-01-2016,26019,South Asia,142.5,3,50,33.30%,49.88000107,150
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Mary,1282,Consumer,PR,725,Pacific Asia,1282,17-01-2017,51215,West Asia,124.5,3,50,-224.10%,-336.1499939,150
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Debra,7021,Consumer,PR,725,Pacific Asia,7021,13-01-2016,25846,Eastern Asia,181.9299927,4,49.97999954,22.70%,45.47999954,199.9199982
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Roger,620,Consumer,PR,725,Pacific Asia,620,03-03-2016,29317,South Asia,186,4,50,-71.30%,-142.6600037,200
Golf Apparel,Golf Apparel,Caguas,Puerto Rico,Alan,4973,Consumer,PR,725,Pacific Asia,4973,16-03-2016,30182,South Asia,63.97000122,4,19.98999977,-38.40%,-30.70000076,79.95999908
Cleats,Cleats,Caguas,Puerto Rico,Walter,4775,Consumer,PR,725,Pacific Asia,4775,23-02-2016,28677,Oceania,232.7599945,4,59.99000168,28.10%,67.5,239.9600067
Cleats,Cleats,Caguas,Puerto Rico,Mary,8805,Consumer,PR,725,Pacific Asia,8805,18-09-2016,42887,West Asia,232.7599945,4,59.99000168,6.80%,16.29000092,239.9600067
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,10475,Consumer,PR,725,Pacific Asia,10475,14-03-2016,30037,Oceania,167.9299927,4,49.97999954,32.80%,65.48999786,199.9199982
Cardio Equipment,Cardio Equipment,San Juan,Puerto Rico,Mary,9953,Consumer,PR,921,Pacific Asia,9953,26-03-2016,30867,Oceania,299.9700012,4,99.98999786,34.50%,137.9900055,399.9599915
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Mary,5994,Consumer,PR,725,Pacific Asia,5994,24-02-2016,28748,Eastern Asia,335.9700012,4,99.98999786,40.30%,161.2599945,399.9599915
Trade-In,Trade-In,Caguas,Puerto Rico,Mary,4622,Consumer,PR,725,Pacific Asia,4622,18-03-2016,30328,Oceania,76.52999878,4,21.98999977,14.20%,12.47000027,87.95999908
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Mary,4622,Consumer,PR,725,Pacific Asia,4622,18-03-2016,30328,Oceania,331.9700012,4,99.98999786,27.00%,107.8899994,399.9599915
Cleats,Cleats,Caguas,Puerto Rico,Jason,11146,Consumer,PR,725,Pacific Asia,11146,01-11-2016,25749,Southeast Asia,223.1600037,4,59.99000168,13.00%,31.23999977,239.9600067
Cleats,Cleats,Caguas,Puerto Rico,Mary,9803,Consumer,PR,725,Pacific Asia,9803,30-03-2016,31145,Oceania,237.5599976,4,59.99000168,8.60%,20.67000008,239.9600067
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Edward,346,Consumer,PR,725,Pacific Asia,346,22-03-2016,30570,Oceania,194,4,50,46.60%,93.12000275,200
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Nicholas,9495,Consumer,PR,725,Pacific Asia,9495,02-09-2016,27742,South Asia,449.9599915,5,99.98999786,-20.30%,-101.2399979,499.9500122
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Walter,4775,Consumer,PR,725,Pacific Asia,4775,23-02-2016,28677,Oceania,236.25,5,50,31.90%,79.84999847,250
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,5994,Consumer,PR,725,Pacific Asia,5994,24-02-2016,28748,Eastern Asia,224.9100037,5,49.97999954,25.20%,62.97000122,249.8999939
Shop By Sport,Shop By Sport,Caguas,Puerto Rico,Mary,4622,Consumer,PR,725,Pacific Asia,4622,18-03-2016,30328,Oceania,197.9499969,5,39.99000168,-247.50%,-494.8800049,199.9499969
Shop By Sport,Shop By Sport,Caguas,Puerto Rico,Ethan,7948,Consumer,PR,725,Pacific Asia,7948,24-03-2016,30728,Oceania,173.9600067,5,39.99000168,28.70%,57.40999985,199.9499969
Electronics,Electronics,Caguas,Puerto Rico,Mary,10548,Consumer,PR,725,Pacific Asia,10548,27-03-2016,30924,Oceania,137.1499939,5,27.98999977,34.30%,48,139.9499969
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Mary,9803,Consumer,PR,725,Pacific Asia,9803,30-03-2016,31145,Oceania,374.9599915,5,99.98999786,20.30%,101.2399979,499.9500122
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,11786,Consumer,PR,725,USCA,11786,29-04-2016,33176,South of  USA,126.0899963,1,129.9900055,37.80%,49.18000031,129.9900055
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,11786,Consumer,PR,725,USCA,11786,29-04-2016,33176,South of  USA,124.7900009,1,129.9900055,12.00%,15.60000038,129.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Katherine,7200,Consumer,PR,725,USCA,7200,18-08-2016,40776,US Center,260.980011,1,299.980011,22.60%,67.86000061,299.980011
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,9294,Consumer,PR,725,USCA,9294,06-04-2016,35651,South of  USA,110.4899979,1,129.9900055,7.50%,9.720000267,129.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Katherine,7200,Consumer,PR,725,USCA,7200,18-08-2016,40776,US Center,254.9799957,1,299.980011,41.60%,124.9400024,299.980011
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Katherine,7200,Consumer,PR,725,USCA,7200,18-08-2016,40776,US Center,110.4899979,1,129.9900055,39.90%,51.93000031,129.9900055
Cleats,Cleats,Caguas,Puerto Rico,Mary,9294,Consumer,PR,725,USCA,9294,06-04-2016,35651,South of  USA,50.38999939,1,59.99000168,40.30%,24.19000053,59.99000168
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,9294,Consumer,PR,725,USCA,9294,06-04-2016,35651,South of  USA,109.1900024,1,129.9900055,38.60%,50.22999954,129.9900055
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Rebecca,7494,Consumer,PR,725,USCA,7494,25-06-2016,37106,South of  USA,107.8899994,1,129.9900055,6.20%,8.090000153,129.9900055
Fishing,Fishing,Caguas,Puerto Rico,Mary,335,Consumer,PR,725,USCA,335,21-06-2016,36811,East of USA,379.980011,1,399.980011,41.80%,167.1900024,399.980011
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,7007,Consumer,PR,725,USCA,7007,23-07-2016,39036,West of USA,175.9900055,1,199.9900055,39.60%,79.19999695,199.9900055
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Rose,3145,Consumer,PR,725,USCA,3145,18-05-2016,34491,US Center,86.98999786,1,99.98999786,9.80%,9.829999924,99.98999786
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,9554,Consumer,PR,725,USCA,9554,04-02-2016,31336,US Center,113.0899963,1,129.9900055,41.80%,54.27999878,129.9900055
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,7007,Consumer,PR,725,USCA,7007,23-07-2016,39036,West of USA,173.9900055,1,199.9900055,30.50%,60.90000153,199.9900055
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,9554,Consumer,PR,725,USCA,9554,04-02-2016,31336,US Center,110.4899979,1,129.9900055,31.40%,40.88000107,129.9900055
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,7007,Consumer,PR,725,USCA,7007,23-07-2016,39036,West of USA,169.9900055,1,199.9900055,29.80%,59.5,199.9900055
Fishing,Fishing,Caguas,Puerto Rico,Mary,9554,Consumer,PR,725,USCA,9554,04-02-2016,31336,US Center,335.980011,1,399.980011,6.30%,25.20000076,399.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Mary,10888,Consumer,PR,725,USCA,10888,18-06-2016,36596,West of USA,251.9799957,1,299.980011,22.70%,68.04000092,299.980011
Cleats,Cleats,Caguas,Puerto Rico,Mary,10888,Consumer,PR,725,USCA,10888,18-06-2016,36596,West of USA,50.38999939,1,59.99000168,30.20%,18.13999939,59.99000168
Cleats,Cleats,Caguas,Puerto Rico,Sharon,2062,Consumer,PR,725,USCA,2062,24-04-2016,32846,East of USA,49.18999863,1,59.99000168,-7.20%,-4.329999924,59.99000168
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,7007,Consumer,PR,725,USCA,7007,23-07-2016,39036,West of USA,103.9899979,1,129.9900055,-18.00%,-23.39999962,129.9900055
Electronics,Electronics,Caguas,Puerto Rico,Catherine,8284,Consumer,PR,725,USCA,8284,04-08-2016,31767,East of USA,31.98999977,1,31.98999977,36.00%,11.52000046,31.98999977
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Deborah,9581,Consumer,PR,725,USCA,9581,25-08-2016,41287,West of USA,129.9900055,1,129.9900055,48.00%,62.40000153,129.9900055
Water Sports,Water Sports,Caguas,Puerto Rico,Deborah,9581,Consumer,PR,725,USCA,9581,25-08-2016,41287,West of USA,199.9900055,1,199.9900055,36.30%,72.59999847,199.9900055
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,5023,Consumer,PR,725,USCA,5023,23-08-2016,41142,US Center,197.9900055,1,199.9900055,7.40%,14.85000038,199.9900055
Fishing,Fishing,Caguas,Puerto Rico,Angela,9386,Consumer,PR,725,USCA,9386,25-04-2016,32902,West of USA,395.980011,1,399.980011,-29.70%,-118.7900009,399.980011
Shop By Sport,Shop By Sport,Caguas,Puerto Rico,Mary,105,Consumer,PR,725,USCA,105,04-05-2016,31522,US Center,39.18999863,1,39.99000168,-49.00%,-19.60000038,39.99000168
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Matthew,12170,Consumer,PR,725,USCA,12170,25-09-2016,43432,Canada,126.0899963,1,129.9900055,-160.10%,-208.0500031,129.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Mary,10972,Consumer,PR,725,USCA,10972,25-06-2016,37122,East of USA,284.980011,1,299.980011,45.60%,136.7899933,299.980011
Fishing,Fishing,Caguas,Puerto Rico,Mary,402,Consumer,PR,725,USCA,402,07-08-2016,38002,West of USA,379.980011,1,399.980011,-6.70%,-26.97999954,399.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Matthew,12170,Consumer,PR,725,USCA,12170,25-09-2016,43432,Canada,283.480011,1,299.980011,1.10%,3.400000095,299.980011
Water Sports,Water Sports,Caguas,Puerto Rico,Joan,1243,Consumer,PR,725,USCA,1243,25-05-2016,34977,East of USA,188.9900055,1,199.9900055,46.30%,92.61000061,199.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Deborah,9581,Consumer,PR,725,USCA,9581,25-08-2016,41287,West of USA,283.480011,1,299.980011,26.50%,79.37000275,299.980011
Fishing,Fishing,Caguas,Puerto Rico,Mary,402,Consumer,PR,725,USCA,402,07-08-2016,38002,West of USA,377.980011,1,399.980011,40.60%,162.5299988,399.980011
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Brenda,3142,Consumer,PR,725,USCA,3142,31-07-2016,39582,US Center,44,1,50,42.20%,21.12000084,50
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Brenda,3142,Consumer,PR,725,USCA,3142,31-07-2016,39582,US Center,113.0899963,1,129.9900055,40.90%,53.15000153,129.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Joan,1243,Consumer,PR,725,USCA,1243,25-05-2016,34977,East of USA,254.9799957,1,299.980011,41.60%,124.9400024,299.980011
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,5023,Consumer,PR,725,USCA,5023,23-08-2016,41142,US Center,97.48999786,1,129.9900055,12.70%,16.5699997,129.9900055
Fishing,Fishing,Caguas,Puerto Rico,Mary,2123,Consumer,PR,725,USCA,2123,15-06-2016,36437,West of USA,399.980011,1,399.980011,31.30%,125.1900024,399.980011
Water Sports,Water Sports,Caguas,Puerto Rico,Alexander,9783,Consumer,PR,725,USCA,9783,11-12-2016,46662,Canada,197.9900055,1,199.9900055,-24.80%,-49.5,199.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Gregory,12021,Consumer,PR,725,USCA,12021,15-07-2016,38477,South of  USA,296.980011,1,299.980011,-203.00%,-608.8099976,299.980011
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Mary,10308,Consumer,PR,725,USCA,10308,05-03-2016,33452,West of USA,48.5,1,50,12.10%,6.059999943,50
Fishing,Fishing,Caguas,Puerto Rico,Megan,10855,Consumer,PR,725,USCA,10855,04-05-2016,31552,US Center,383.980011,1,399.980011,46.10%,184.3099976,399.980011
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Daniel,6985,Consumer,PR,725,USCA,6985,28-05-2016,35182,US Center,47.47999954,1,49.97999954,-63.40%,-31.67000008,49.97999954
Camping & Hiking,Camping & Hiking,Rio Grande,Puerto Rico,Alice,3015,Consumer,PR,745,USCA,3015,07-09-2016,38032,West of USA,272.980011,1,299.980011,30.00%,90.08000183,299.980011
Water Sports,Water Sports,Caguas,Puerto Rico,Megan,10855,Consumer,PR,725,USCA,10855,04-05-2016,31552,US Center,179.9900055,1,199.9900055,5.40%,10.80000019,199.9900055
Electronics,Electronics,Caguas,Puerto Rico,Mary,2123,Consumer,PR,725,USCA,2123,15-06-2016,36437,West of USA,24.62999916,1,27.98999977,6.60%,1.850000024,27.98999977
Indoor/Outdoor Games,Indoor/Outdoor Games,Rio Grande,Puerto Rico,Alice,3015,Consumer,PR,745,USCA,3015,07-09-2016,38032,West of USA,43.97999954,1,49.97999954,43.10%,21.54999924,49.97999954
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Mary,1877,Consumer,PR,725,USCA,1877,30-06-2016,37417,West of USA,260.980011,1,299.980011,6.50%,19.5699997,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Wayne,6162,Consumer,PR,725,USCA,6162,04-09-2016,31797,West of USA,254.9799957,1,299.980011,26.60%,79.80999756,299.980011
Fishing,Fishing,Caguas,Puerto Rico,Mary,1877,Consumer,PR,725,USCA,1877,30-06-2016,37417,West of USA,339.980011,1,399.980011,-2.10%,-8.5,399.980011
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Megan,10855,Consumer,PR,725,USCA,10855,04-05-2016,31552,US Center,107.8899994,1,129.9900055,39.80%,51.79000092,129.9900055
Fishing,Fishing,Rio Grande,Puerto Rico,Alice,3015,Consumer,PR,745,USCA,3015,07-09-2016,38032,West of USA,331.980011,1,399.980011,-19.50%,-78.01999664,399.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Mary,2123,Consumer,PR,725,USCA,2123,15-06-2016,36437,West of USA,239.9799957,1,299.980011,1.00%,3.119999886,299.980011
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,William,11653,Consumer,PR,725,USCA,11653,20-05-2016,34623,US Center,129.9900055,1,129.9900055,11.30%,14.68999958,129.9900055
Fishing,Fishing,Caguas,Puerto Rico,Mary,7635,Consumer,PR,725,USCA,7635,08-08-2016,40138,West of USA,383.980011,1,399.980011,-144.00%,-575.9699707,399.980011
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Mary,1627,Consumer,PR,725,USCA,1627,07-04-2016,37718,US Center,44,1,50,31.90%,15.97000027,50
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Mary,1627,Consumer,PR,725,USCA,1627,07-04-2016,37718,US Center,43.5,1,50,-143.60%,-71.77999878,50
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Mary,1627,Consumer,PR,725,USCA,1627,07-04-2016,37718,US Center,83.98999786,1,99.98999786,30.50%,30.48999977,99.98999786
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Mary,7635,Consumer,PR,725,USCA,7635,08-08-2016,40138,West of USA,41,1,50,25.70%,12.82999992,50
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,William,11653,Consumer,PR,725,USCA,11653,20-05-2016,34623,US Center,97.48999786,1,129.9900055,28.10%,36.56000137,129.9900055
Water Sports,Water Sports,Caguas,Puerto Rico,Ronald,2053,Consumer,PR,725,USCA,2053,05-12-2016,34103,West of USA,195.9900055,1,199.9900055,-66.60%,-133.2700043,199.9900055
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Alexander,11743,Consumer,PR,725,USCA,11743,07-01-2016,37493,East of USA,126.0899963,1,129.9900055,46.60%,60.52000046,129.9900055
Fishing,Fishing,Caguas,Puerto Rico,Debra,11245,Consumer,PR,725,USCA,11245,04-07-2016,31713,West of USA,371.980011,1,399.980011,-71.30%,-285.3099976,399.980011
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,4209,Consumer,PR,725,USCA,4209,24-06-2016,37048,West of USA,120.8899994,1,129.9900055,25.10%,32.63999939,129.9900055
Fishing,Fishing,Caguas,Puerto Rico,Alexander,11743,Consumer,PR,725,USCA,11743,07-01-2016,37493,East of USA,359.980011,1,399.980011,33.30%,133.1900024,399.980011
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,4209,Consumer,PR,725,USCA,4209,24-06-2016,37048,West of USA,173.9900055,1,199.9900055,-58.00%,-116.0500031,199.9900055
Cleats,Cleats,Caguas,Puerto Rico,Amber,1464,Consumer,PR,725,USCA,1464,22-07-2016,38914,East of USA,58.79000092,1,59.99000168,-171.50%,-102.8799973,59.99000168
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Amber,1464,Consumer,PR,725,USCA,1464,22-07-2016,38914,East of USA,49,1,50,28.40%,14.21000004,50
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,8280,Consumer,PR,725,USCA,8280,22-07-2016,38954,West of USA,122.8399963,1,129.9900055,18.00%,23.34000015,129.9900055
Shop By Sport,Shop By Sport,Caguas,Puerto Rico,Christopher,8024,Consumer,PR,725,USCA,8024,15-05-2016,34284,South of  USA,37.18999863,1,39.99000168,11.60%,4.650000095,39.99000168
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,8280,Consumer,PR,725,USCA,8280,22-07-2016,38954,West of USA,120.8899994,1,129.9900055,2.80%,3.630000114,129.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Nicholas,6643,Consumer,PR,725,USCA,6643,07-07-2016,37939,US Center,269.980011,1,299.980011,-24.00%,-72.08999634,299.980011
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,8280,Consumer,PR,725,USCA,8280,22-07-2016,38954,West of USA,167.9900055,1,199.9900055,21.80%,43.68000031,199.9900055
Fishing,Fishing,Caguas,Puerto Rico,Amber,1464,Consumer,PR,725,USCA,1464,22-07-2016,38914,East of USA,331.980011,1,399.980011,-58.10%,-232.3899994,399.980011
Fishing,Fishing,Caguas,Puerto Rico,Amber,1464,Consumer,PR,725,USCA,1464,22-07-2016,38914,East of USA,327.980011,1,399.980011,22.10%,88.55999756,399.980011
Men's Footwear,Men's Footwear,Carolina,Puerto Rico,Deborah,6266,Consumer,PR,983,USCA,6266,07-09-2016,38079,East of USA,97.48999786,1,129.9900055,8.50%,11.02000046,129.9900055
Women's Apparel,Women's Apparel,Caguas,Puerto Rico,Mary,8917,Consumer,PR,725,USCA,8917,28-05-2016,35144,US Center,49,1,50,16.70%,8.329999924,50
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,11197,Consumer,PR,725,USCA,11197,14-06-2016,36344,West of USA,195.9900055,1,199.9900055,26.50%,52.91999817,199.9900055
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,1387,Consumer,PR,725,USCA,1387,15-05-2016,34304,West of USA,195.9900055,1,199.9900055,48.00%,96.04000092,199.9900055
Fishing,Fishing,Caguas,Puerto Rico,Mary,8917,Consumer,PR,725,USCA,8917,28-05-2016,35144,US Center,379.980011,1,399.980011,35.60%,142.4900055,399.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Debra,4148,Consumer,PR,725,USCA,4148,20-07-2016,38799,West of USA,284.980011,1,299.980011,8.40%,25.07999992,299.980011
Cardio Equipment,Cardio Equipment,Caguas,Puerto Rico,Mary,4045,Consumer,PR,725,USCA,4045,20-04-2016,32594,West of USA,94.98999786,1,99.98999786,42.80%,42.75,99.98999786
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,1387,Consumer,PR,725,USCA,1387,15-05-2016,34304,West of USA,123.4899979,1,129.9900055,10.70%,13.94999981,129.9900055
Cleats,Cleats,Caguas,Puerto Rico,Mary,8917,Consumer,PR,725,USCA,8917,28-05-2016,35144,US Center,55.79000092,1,59.99000168,8.20%,4.909999847,59.99000168
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Ann,5001,Consumer,PR,725,USCA,5001,05-05-2016,33619,South of  USA,118.2900009,1,129.9900055,41.90%,54.40999985,129.9900055
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Beverly,1908,Consumer,PR,725,USCA,1908,06-05-2016,35699,West of USA,45.47999954,1,49.97999954,9.10%,4.550000191,49.97999954
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Ann,5001,Consumer,PR,725,USCA,5001,05-05-2016,33619,South of  USA,260.980011,1,299.980011,5.20%,15.65999985,299.980011
Cleats,Cleats,Caguas,Puerto Rico,Beverly,1908,Consumer,PR,725,USCA,1908,06-05-2016,35699,West of USA,52.18999863,1,59.99000168,11.30%,6.78000021,59.99000168
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Ann,5001,Consumer,PR,725,USCA,5001,05-05-2016,33619,South of  USA,254.9799957,1,299.980011,25.50%,76.48999786,299.980011
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,11804,Consumer,PR,725,USCA,11804,24-07-2016,39104,South of  USA,41.97999954,1,49.97999954,29.40%,14.68999958,49.97999954
Fishing,Fishing,Caguas,Puerto Rico,Mary,11197,Consumer,PR,725,USCA,11197,14-06-2016,36344,West of USA,335.980011,1,399.980011,-61.60%,-246.2799988,399.980011
Water Sports,Water Sports,Caguas,Puerto Rico,Stephanie,4718,Consumer,PR,725,USCA,4718,13-06-2016,36279,West of USA,159.9900055,1,199.9900055,-5.70%,-11.35999966,199.9900055
Water Sports,Water Sports,Caguas,Puerto Rico,Mary,5950,Consumer,PR,725,USCA,5950,13-04-2016,32065,South of  USA,199.9900055,1,199.9900055,33.80%,67.59999847,199.9900055
Fishing,Fishing,Caguas,Puerto Rico,Mary,11116,Consumer,PR,725,USCA,11116,20-05-2016,34625,US Center,359.980011,1,399.980011,41.40%,165.5899963,399.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Mary,5950,Consumer,PR,725,USCA,5950,13-04-2016,32065,South of  USA,248.9799957,1,299.980011,10.80%,32.36999893,299.980011
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Mary,11116,Consumer,PR,725,USCA,11116,20-05-2016,34625,US Center,106.5899963,1,129.9900055,7.20%,9.380000114,129.9900055
Fishing,Fishing,Caguas,Puerto Rico,Andrew,5834,Consumer,PR,725,USCA,5834,07-10-2016,38105,US Center,399.980011,1,399.980011,48.00%,191.9900055,399.980011
Fishing,Fishing,Caguas,Puerto Rico,Mary,6368,Consumer,PR,725,USCA,6368,24-04-2016,32830,East of USA,391.980011,1,399.980011,47.00%,188.1499939,399.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Maria,1273,Consumer,PR,725,USCA,1273,04-10-2016,31920,US Center,287.980011,1,299.980011,38.40%,115.1900024,299.980011
Indoor/Outdoor Games,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,5950,Consumer,PR,725,USCA,5950,15-08-2016,40565,East of USA,47.22999954,1,49.97999954,45.40%,22.67000008,49.97999954
Men's Footwear,Men's Footwear,Caguas,Puerto Rico,Andrew,5834,Consumer,PR,725,USCA,5834,07-10-2016,38105,US Center,120.8899994,1,129.9900055,-68.20%,-88.61000061,129.9900055
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Andrew,5834,Consumer,PR,725,USCA,5834,07-10-2016,38105,US Center,272.980011,1,299.980011,-75.80%,-227.3899994,299.980011
Fishing,Fishing,Caguas,Puerto Rico,Joan,1243,Consumer,PR,725,USCA,1243,22-06-2016,36905,West of USA,351.980011,1,399.980011,30.80%,123.1900024,399.980011
Fishing,Fishing,Caguas,Puerto Rico,Joan,1243,Consumer,PR,725,USCA,1243,22-06-2016,36905,West of USA,347.980011,1,399.980011,31.60%,126.3199997,399.980011
